title,year,runtime,genre,director,stars,rating,metascore,votes,gross
Lost Bullet,2020,92,Action,"['Guillaume Pierret', 'Alban Lenoir', 'Nicolas Duvauchelle', 'Ramzy Bedia', 'Stéfi Celma']","['Alban Lenoir', 'Nicolas Duvauchelle', 'Ramzy Bedia', 'Stéfi Celma']",6.3,78,13341,
Hamlet 2,2008,92,Comedy,"['Andrew Fleming', 'Steve Coogan', 'Elisabeth Shue', 'Catherine Keener', 'J.J. Soria']","['Steve Coogan', 'Elisabeth Shue', 'Catherine Keener', 'J.J. Soria']",6.3,54,17215,4.88
Ju-On: The Grudge 2,2003,92,Drama,"['Takashi Shimizu', 'Noriko Sakai', 'Chiharu Niiyama', 'Kei Horie', 'Yui Ichikawa']","['Noriko Sakai', 'Chiharu Niiyama', 'Kei Horie', 'Yui Ichikawa']",6.3,,10508,
Dracula Untold,2014,92,Action,"['Gary Shore', 'Luke Evans', 'Dominic Cooper', 'Sarah Gadon', 'Art Parkinson']","['Luke Evans', 'Dominic Cooper', 'Sarah Gadon', 'Art Parkinson']",6.2,40,202511,56.28
Idle Hands,1999,92,Comedy,"['Rodman Flender', 'Devon Sawa', 'Seth Green', 'Elden Henson', 'Jessica Alba']","['Devon Sawa', 'Seth Green', 'Elden Henson', 'Jessica Alba']",6.2,31,45329,4
Taken 2,2012,92,Action,"['Olivier Megaton', 'Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Leland Orser']","['Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Leland Orser']",6.2,45,315603,139.85
Airheads,1994,92,Comedy,"['Michael Lehmann', 'Brendan Fraser', 'Steve Buscemi', 'Adam Sandler', 'Chris Farley']","['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler', 'Chris Farley']",6.2,46,54346,5.37
Lions for Lambs,2007,92,Crime,"['Robert Redford', 'Tom Cruise', 'Meryl Streep', 'Robert Redford', 'Michael Peña']","['Tom Cruise', 'Meryl Streep', 'Robert Redford', 'Michael Peña']",6.2,47,51515,15
The Ice Harvest,2005,92,Comedy,"['Harold Ramis', 'John Cusack', 'Billy Bob Thornton', 'Connie Nielsen', 'Lara Phillips']","['John Cusack', 'Billy Bob Thornton', 'Connie Nielsen', 'Lara Phillips']",6.2,62,24600,8.82
Berberian Sound Studio,2012,92,Drama,"['Peter Strickland', 'Toby Jones', 'Antonio Mancino', 'Guido Adorni', 'Susanna Cappellaro']","['Toby Jones', 'Antonio Mancino', 'Guido Adorni', 'Susanna Cappellaro']",6.2,80,16854,
My Sassy Girl,2008,92,Comedy,"['Yann Samuell', 'Elisha Cuthbert', 'Jesse Bradford', 'Austin Basis', 'Chris Sarandon']","['Elisha Cuthbert', 'Jesse Bradford', 'Austin Basis', 'Chris Sarandon']",6.2,,20313,
Extract,2009,92,Comedy,"['Mike Judge', 'Jason Bateman', 'Kristen Wiig', 'Ben Affleck', 'Mila Kunis']","['Jason Bateman', 'Kristen Wiig', 'Ben Affleck', 'Mila Kunis']",6.1,61,49588,10.81
Uptown Girls,2003,92,Comedy,"['Boaz Yakin', 'Brittany Murphy', 'Dakota Fanning', 'Heather Locklear', 'Jesse Spencer']","['Brittany Murphy', 'Dakota Fanning', 'Heather Locklear', 'Jesse Spencer']",6.1,33,40807,36.92
Someone Great,2019,92,Comedy,"['Jennifer Kaytin Robinson', 'Gina Rodriguez', 'LaKeith Stanfield', 'Brittany Snow', 'DeWanda Wise']","['Gina Rodriguez', 'LaKeith Stanfield', 'Brittany Snow', 'DeWanda Wise']",6.1,63,24242,
Grave Encounters,2011,92,Horror,"['Colin Minihan', 'Stuart Ortiz', 'The Vicious Brothers', 'Benjamin Wilkinson', 'Sean Rogerson', 'Ashleigh Gryzko', 'Merwin Mondesir']","['Stuart Ortiz', 'The Vicious Brothers', 'Benjamin Wilkinson', 'Sean Rogerson', 'Ashleigh Gryzko', 'Merwin Mondesir']",6.1,33,61497,
Down Periscope,1996,92,Comedy,"['David S. Ward', 'Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton']","['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton']",6.1,39,25945,25.79
Raising Cain,1992,92,Crime,"['Brian De Palma', 'John Lithgow', 'Lolita Davidovich', 'Steven Bauer', 'Frances Sternhagen']","['John Lithgow', 'Lolita Davidovich', 'Steven Bauer', 'Frances Sternhagen']",6.1,42,16876,21.37
The Cottage,2008,92,Comedy,"['Paul Andrew Williams', 'Andy Serkis', 'Reece Shearsmith', 'Jennifer Ellison', ""Steven O'Donnell""]","['Andy Serkis', 'Reece Shearsmith', 'Jennifer Ellison', ""Steven O'Donnell""]",6.1,,12846,
Stockholm,2018,92,Biography,"['Robert Budreau', 'Ethan Hawke', 'Noomi Rapace', 'Mark Strong', 'Christopher Heyerdahl']","['Ethan Hawke', 'Noomi Rapace', 'Mark Strong', 'Christopher Heyerdahl']",6.1,54,14059,0.3
Knockaround Guys,2001,92,Crime,"['Brian Koppelman', 'David Levien', 'Jennifer Baxter', 'Dennis Hopper', 'Vin Diesel', 'Barry Pepper']","['David Levien', 'Jennifer Baxter', 'Dennis Hopper', 'Vin Diesel', 'Barry Pepper']",6.1,30,24504,11.63
According to Greta,2009,92,Drama,"['Nancy Bardawil', 'Hilary Duff', 'Evan Ross', 'Michael Murphy', 'Ellen Burstyn']","['Hilary Duff', 'Evan Ross', 'Michael Murphy', 'Ellen Burstyn']",6.1,,10210,
Brake,2012,92,Thriller,"['Gabe Torres', 'Stephen Dorff', 'Chyler Leigh', 'JR Bourne', 'Tom Berenger']","['Stephen Dorff', 'Chyler Leigh', 'JR Bourne', 'Tom Berenger']",6.1,38,11952,
Backcountry,2014,92,Adventure,"['Adam MacDonald', 'Jeff Roop', 'Missy Peregrym', 'Nicholas Campbell', 'Eric Balfour']","['Jeff Roop', 'Missy Peregrym', 'Nicholas Campbell', 'Eric Balfour']",6,62,22977,
The SpongeBob Movie: Sponge Out of Water,2015,92,Animation,"['Paul Tibbitt', 'Mike Mitchell', 'Tom Kenny', 'Antonio Banderas', 'Bill Fagerbakke', 'Clancy Brown']","['Mike Mitchell', 'Tom Kenny', 'Antonio Banderas', 'Bill Fagerbakke', 'Clancy Brown']",6,62,58919,162.99
Unfriended: Dark Web,2018,92,Horror,"['Stephen Susco', 'Colin Woodell', 'Stephanie Nogueras', 'Betty Gabriel', 'Rebecca Rittenhouse']","['Colin Woodell', 'Stephanie Nogueras', 'Betty Gabriel', 'Rebecca Rittenhouse']",6,53,36011,8.78
Creepshow 2,1987,92,Fantasy,"['Michael Gornick', 'George Kennedy', 'Lois Chiles', 'Domenick John', 'Tom Savini']","['George Kennedy', 'Lois Chiles', 'Domenick John', 'Tom Savini']",6,39,27275,14
Dream House,2011,92,Drama,"['Jim Sheridan', 'Daniel Craig', 'Rachel Weisz', 'Naomi Watts', 'Elias Koteas']","['Daniel Craig', 'Rachel Weisz', 'Naomi Watts', 'Elias Koteas']",6,35,68264,21.28
The Caller,2011,92,Horror,"['Matthew Parkhill', 'Rachelle Lefevre', 'Stephen Moyer', 'Lorna Raver', 'Ed Quinn']","['Rachelle Lefevre', 'Stephen Moyer', 'Lorna Raver', 'Ed Quinn']",6,,11853,
Jurassic Park III,2001,92,Action,"['Joe Johnston', 'Sam Neill', 'William H. Macy', 'Téa Leoni', 'Alessandro Nivola']","['Sam Neill', 'William H. Macy', 'Téa Leoni', 'Alessandro Nivola']",5.9,42,332925,181.17
Nacho Libre,2006,92,Comedy,"['Jared Hess', 'Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']","['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']",5.9,52,91237,80.2
Final Destination 5,2011,92,Horror,"['Steven Quale', ""Nicholas D'Agosto"", 'Emma Bell', 'Arlen Escarpeta', 'Miles Fisher']","[""Nicholas D'Agosto"", 'Emma Bell', 'Arlen Escarpeta', 'Miles Fisher']",5.9,50,121262,42.59
The Possession,2012,92,Horror,"['Ole Bornedal', 'Natasha Calis', 'Jeffrey Dean Morgan', 'Kyra Sedgwick', 'Madison Davenport']","['Natasha Calis', 'Jeffrey Dean Morgan', 'Kyra Sedgwick', 'Madison Davenport']",5.9,45,62024,49.13
Freaks of Nature,2015,92,Comedy,"['Robbie Pickering', 'Nicholas Braun', 'Mackenzie Davis', 'Josh Fadem', 'Denis Leary']","['Nicholas Braun', 'Mackenzie Davis', 'Josh Fadem', 'Denis Leary']",5.9,,12951,
The Prodigy,2019,92,Fantasy,"['Nicholas McCarthy', 'Taylor Schilling', 'Jackson Robert Scott', 'Peter Mooney', 'Colm Feore']","['Taylor Schilling', 'Jackson Robert Scott', 'Peter Mooney', 'Colm Feore']",5.9,45,27620,14.86
Life Stinks,1991,92,Comedy,"['Mel Brooks', 'Mel Brooks', 'Lesley Ann Warren', 'Jeffrey Tambor', 'Stuart Pankin']","['Mel Brooks', 'Lesley Ann Warren', 'Jeffrey Tambor', 'Stuart Pankin']",5.9,54,11024,4.1
G.B.F.,2013,92,Comedy,"['Darren Stein', 'Michael J. Willett', 'Paul Iacono', 'Sasha Pieterse', 'Andrea Bowen']","['Michael J. Willett', 'Paul Iacono', 'Sasha Pieterse', 'Andrea Bowen']",5.9,56,11284,
Demons 2,1986,92,Horror,"['Lamberto Bava', 'David Edwin Knight', 'Nancy Brilli', 'Coralina Cataldi-Tassoni', 'Bobby Rhodes']","['David Edwin Knight', 'Nancy Brilli', 'Coralina Cataldi-Tassoni', 'Bobby Rhodes']",5.9,,11406,
Saw V,2008,92,Horror,"['David Hackl', 'Scott Patterson', 'Costas Mandylor', 'Tobin Bell', 'Betsy Russell']","['Scott Patterson', 'Costas Mandylor', 'Tobin Bell', 'Betsy Russell']",5.8,20,129952,56.75
Morgan,2016,92,Action,"['Luke Scott', 'Kate Mara', 'Anya Taylor-Joy', 'Rose Leslie', 'Michael Yare']","['Kate Mara', 'Anya Taylor-Joy', 'Rose Leslie', 'Michael Yare']",5.8,48,45170,3.91
The Haunting in Connecticut,2009,92,Drama,"['Peter Cornwell', 'Virginia Madsen', 'Martin Donovan', 'Elias Koteas', 'Kyle Gallner']","['Virginia Madsen', 'Martin Donovan', 'Elias Koteas', 'Kyle Gallner']",5.8,33,63788,55.39
The Forger,2014,92,Crime,"['Philip Martin', 'John Travolta', 'Christopher Plummer', 'Tye Sheridan', 'Abigail Spencer']","['John Travolta', 'Christopher Plummer', 'Tye Sheridan', 'Abigail Spencer']",5.8,32,13000,
Let It Snow,2019,92,Comedy,"['Luke Snellin', 'Isabela Merced', 'Shameik Moore', 'Odeya Rush', 'Liv Hewson']","['Isabela Merced', 'Shameik Moore', 'Odeya Rush', 'Liv Hewson']",5.8,51,23721,
Let Us Prey,2014,92,Horror,"[""Brian O'Malley"", 'Liam Cunningham', 'Pollyanna McIntosh', 'Bryan Larkin', 'Hanna Stanbridge']","['Liam Cunningham', 'Pollyanna McIntosh', 'Bryan Larkin', 'Hanna Stanbridge']",5.8,,10465,
A Christmas Prince,2017,92,Comedy,"['Alex Zamm', 'Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey']","['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey']",5.8,,20812,
The Canal,2014,92,Drama,"['Ivan Kavanagh', 'Rupert Evans', 'Antonia Campbell-Hughes', 'Hannah Hoekstra', 'Kelly Byrne']","['Rupert Evans', 'Antonia Campbell-Hughes', 'Hannah Hoekstra', 'Kelly Byrne']",5.8,55,14616,
Jigsaw,2017,92,Horror,"['Michael Spierig', 'Peter Spierig', 'Matt Passmore', 'Tobin Bell', 'Callum Keith Rennie', 'Hannah Emily Anderson']","['Peter Spierig', 'Matt Passmore', 'Tobin Bell', 'Callum Keith Rennie', 'Hannah Emily Anderson']",5.7,39,84727,38.05
Goodnight Mommy,2022,92,Crime,"['Matt Sobel', 'Naomi Watts', 'Cameron Crovetti', 'Nicholas Crovetti', 'Peter Hermann']","['Naomi Watts', 'Cameron Crovetti', 'Nicholas Crovetti', 'Peter Hermann']",5.7,45,12685,
Neighbors 2: Sorority Rising,2016,92,Comedy,"['Nicholas Stoller', 'Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Chloë Grace Moretz']","['Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Chloë Grace Moretz']",5.7,58,127398,55.46
Silent Night,2021,92,Comedy,"['Camille Griffin', 'Keira Knightley', 'Matthew Goode', 'Roman Griffin Davis', 'Annabelle Wallis']","['Keira Knightley', 'Matthew Goode', 'Roman Griffin Davis', 'Annabelle Wallis']",5.7,52,16363,
Orca,1977,92,Adventure,"['Michael Anderson', 'Richard Harris', 'Charlotte Rampling', 'Will Sampson', 'Bo Derek']","['Richard Harris', 'Charlotte Rampling', 'Will Sampson', 'Bo Derek']",5.7,27,12770,14.72
Death at a Funeral,2010,92,Comedy,"['Neil LaBute', 'Chris Rock', 'Martin Lawrence', 'Keith David', 'Loretta Devine']","['Chris Rock', 'Martin Lawrence', 'Keith David', 'Loretta Devine']",5.7,51,52342,42.74
Windfall,2022,92,Crime,"['Charlie McDowell', 'Jason Segel', 'Lily Collins', 'Jesse Plemons', 'Omar Leyva']","['Jason Segel', 'Lily Collins', 'Jesse Plemons', 'Omar Leyva']",5.7,52,25476,
Bullet to the Head,2012,92,Action,"['Walter Hill', 'Sylvester Stallone', 'Jason Momoa', 'Christian Slater', 'Sung Kang']","['Sylvester Stallone', 'Jason Momoa', 'Christian Slater', 'Sung Kang']",5.7,48,51385,9.48
Office Uprising,2018,92,Action,"['Lin Oeding', 'Brenton Thwaites', 'Jane Levy', 'Karan Soni', 'Zachary Levi']","['Brenton Thwaites', 'Jane Levy', 'Karan Soni', 'Zachary Levi']",5.7,,17380,
Love Potion No. 9,1992,92,Comedy,"['Dale Launer', 'Tate Donovan', 'Sandra Bullock', 'Mary Mara', 'Dale Midkiff']","['Tate Donovan', 'Sandra Bullock', 'Mary Mara', 'Dale Midkiff']",5.7,47,14836,0.75
The Man with One Red Shoe,1985,92,Comedy,"['Stan Dragoti', 'Tom Hanks', 'Lori Singer', 'Dabney Coleman', 'Charles Durning']","['Tom Hanks', 'Lori Singer', 'Dabney Coleman', 'Charles Durning']",5.7,31,16592,8.6
The Hole,2009,92,Fantasy,"['Joe Dante', 'Chris Massoglia', 'Haley Bennett', 'Nathan Gamble', 'Teri Polo']","['Chris Massoglia', 'Haley Bennett', 'Nathan Gamble', 'Teri Polo']",5.7,57,23982,
Bad Teacher,2011,92,Comedy,"['Jake Kasdan', 'Cameron Diaz', 'Jason Segel', 'Justin Timberlake', 'Lucy Punch']","['Cameron Diaz', 'Jason Segel', 'Justin Timberlake', 'Lucy Punch']",5.6,47,208634,100.29
Children of the Corn,1984,92,Horror,"['Fritz Kiersch', 'Peter Horton', 'Linda Hamilton', 'R.G. Armstrong', 'John Franklin']","['Peter Horton', 'Linda Hamilton', 'R.G. Armstrong', 'John Franklin']",5.6,45,55265,14.57
Fantastic Four: Rise of the Silver Surfer,2007,92,Action,"['Tim Story', 'Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis']","['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis']",5.6,45,272623,131.92
Daddy Day Care,2003,92,Comedy,"['Steve Carr', 'Eddie Murphy', 'Jeff Garlin', 'Anjelica Huston', 'Steve Zahn']","['Eddie Murphy', 'Jeff Garlin', 'Anjelica Huston', 'Steve Zahn']",5.6,39,71905,104.3
Wild Card,2015,92,Action,"['Simon West', 'Jason Statham', 'Michael Angarano', 'Dominik Garcia', 'Milo Ventimiglia']","['Jason Statham', 'Michael Angarano', 'Dominik Garcia', 'Milo Ventimiglia']",5.6,40,58237,0
The Pink Panther 2,2009,92,Action,"['Harald Zwart', 'Steve Martin', 'Jean Reno', 'Emily Mortimer', 'Andy Garcia']","['Steve Martin', 'Jean Reno', 'Emily Mortimer', 'Andy Garcia']",5.6,36,46992,35.92
Good on Paper,2021,92,Comedy,"['Kimmy Gatewood', 'Iliza Shlesinger', 'Britney Young', 'Christopher Nicholas Smith', 'Adam Lustick']","['Iliza Shlesinger', 'Britney Young', 'Christopher Nicholas Smith', 'Adam Lustick']",5.6,54,13287,
Unicorn Store,2017,92,Comedy,"['Brie Larson', 'Brie Larson', 'Samuel L. Jackson', 'Joan Cusack', 'Bradley Whitford']","['Brie Larson', 'Samuel L. Jackson', 'Joan Cusack', 'Bradley Whitford']",5.6,44,20279,
Bad Santa 2,2016,92,Comedy,"['Mark Waters', 'Billy Bob Thornton', 'Kathy Bates', 'Tony Cox', 'Christina Hendricks']","['Billy Bob Thornton', 'Kathy Bates', 'Tony Cox', 'Christina Hendricks']",5.6,38,27188,17.78
The Knight Before Christmas,2019,92,Adventure,"['Monika Mitchell', 'Vanessa Hudgens', 'Josh Whitehouse', 'Emmanuelle Chriqui', 'Ella Kenion']","['Vanessa Hudgens', 'Josh Whitehouse', 'Emmanuelle Chriqui', 'Ella Kenion']",5.6,,19306,
George of the Jungle,1997,92,Action,"['Sam Weisman', 'Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'Richard Roundtree']","['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'Richard Roundtree']",5.5,53,82245,105.26
The Scorpion King,2002,92,Action,"['Chuck Russell', 'Dwayne Johnson', 'Steven Brand', 'Michael Clarke Duncan', 'Kelly Hu']","['Dwayne Johnson', 'Steven Brand', 'Michael Clarke Duncan', 'Kelly Hu']",5.5,45,142730,91.05
Howl,2015,92,Action,"['Paul Hyett', 'Elliot Cowan', 'Rosie Day', 'Calvin Dean', 'Sam Gittins']","['Elliot Cowan', 'Rosie Day', 'Calvin Dean', 'Sam Gittins']",5.5,,14699,
Wildling,2018,92,Drama,"['Fritz Böhm', 'Bel Powley', 'Brad Dourif', 'Liv Tyler', 'Collin Kelly-Sordelet']","['Bel Powley', 'Brad Dourif', 'Liv Tyler', 'Collin Kelly-Sordelet']",5.5,58,14055,
Ernest Goes to Camp,1987,92,Comedy,"['John R. Cherry III', 'Jim Varney', 'Victoria Racimo', 'John Vernon', 'Iron Eyes Cody']","['Jim Varney', 'Victoria Racimo', 'John Vernon', 'Iron Eyes Cody']",5.4,24,12047,23.51
The Dentist,1996,92,Horror,"['Brian Yuzna', 'Corbin Bernsen', 'Linda Hoffman', 'Michael Stadvec', 'Ken Foree']","['Corbin Bernsen', 'Linda Hoffman', 'Michael Stadvec', 'Ken Foree']",5.4,,10028,
The Trust,2016,92,Action,"['Alex Brewer', 'Benjamin Brewer', 'Nicolas Cage', 'Elijah Wood', 'Sky Ferreira', 'Eric Heister']","['Benjamin Brewer', 'Nicolas Cage', 'Elijah Wood', 'Sky Ferreira', 'Eric Heister']",5.4,58,20140,
I Am Wrath,2016,92,Action,"['Chuck Russell', 'John Travolta', 'Christopher Meloni', 'Amanda Schull', 'Sam Trammell']","['John Travolta', 'Christopher Meloni', 'Amanda Schull', 'Sam Trammell']",5.4,,15579,
Balls Out: Gary the Tennis Coach,2009,92,Comedy,"['Danny Leiner', 'Seann William Scott', 'Randy Quaid', 'Brando Eaton', 'Emilee Wallace']","['Seann William Scott', 'Randy Quaid', 'Brando Eaton', 'Emilee Wallace']",5.4,,10212,
Intrusion,2021,92,Action,"['Adam Salky', 'Freida Pinto', 'Logan Marshall-Green', 'Robert John Burke', 'Megan Elisabeth Kelly']","['Freida Pinto', 'Logan Marshall-Green', 'Robert John Burke', 'Megan Elisabeth Kelly']",5.3,39,19697,
Prom Night,1980,92,Horror,"['Paul Lynch', 'Leslie Nielsen', 'Jamie Lee Curtis', 'Casey Stevens', 'Anne-Marie Martin']","['Leslie Nielsen', 'Jamie Lee Curtis', 'Casey Stevens', 'Anne-Marie Martin']",5.3,45,19719,14.8
Woman on Top,2000,92,Comedy,"['Fina Torres', 'Penélope Cruz', 'Murilo Benício', 'Harold Perrineau', 'Mark Feuerstein']","['Penélope Cruz', 'Murilo Benício', 'Harold Perrineau', 'Mark Feuerstein']",5.3,41,10785,5.02
A Christmas Prince: The Royal Wedding,2018,92,Drama,"['John Schultz', 'Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey']","['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey']",5.3,,11408,
Alvin and the Chipmunks,2007,92,Animation,"['Tim Hill', 'Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']","['Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']",5.2,39,91096,217.33
Cherry Falls,2000,92,Horror,"['Geoffrey Wright', 'Brittany Murphy', 'Jay Mohr', 'Michael Biehn', 'Jesse Bradford']","['Brittany Murphy', 'Jay Mohr', 'Michael Biehn', 'Jesse Bradford']",5.2,,14315,
Vamps,2012,92,Comedy,"['Amy Heckerling', 'Alicia Silverstone', 'Krysten Ritter', 'Larry Wilmore', 'Bettina Bresnan']","['Alicia Silverstone', 'Krysten Ritter', 'Larry Wilmore', 'Bettina Bresnan']",5.2,57,10600,0
Friend Request,2016,92,Horror,"['Simon Verhoeven', 'Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo', 'Brit Morgan']","['Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo', 'Brit Morgan']",5.2,31,27312,3.76
The Three Stooges,2012,92,Comedy,"['Bobby Farrelly', 'Peter Farrelly', 'Sean Hayes', 'Chris Diamantopoulos', 'Will Sasso', 'Jane Lynch']","['Peter Farrelly', 'Sean Hayes', 'Chris Diamantopoulos', 'Will Sasso', 'Jane Lynch']",5.1,56,32540,44.34
"I, Frankenstein",2014,92,Action,"['Stuart Beattie', 'Aaron Eckhart', 'Bill Nighy', 'Miranda Otto', 'Virginie Le Brun']","['Aaron Eckhart', 'Bill Nighy', 'Miranda Otto', 'Virginie Le Brun']",5.1,30,82814,19.08
I Spit on Your Grave: Vengeance Is Mine,2015,92,Horror,"['Richard Schenkman', 'Sarah Butler', 'Jen Landon', 'Doug McKeon', 'Gabriel Hogan']","['Sarah Butler', 'Jen Landon', 'Doug McKeon', 'Gabriel Hogan']",5.1,,14689,
Return to Sender,2015,92,Drama,"['Fouad Mikati', 'Rosamund Pike', 'Shiloh Fernandez', 'Nick Nolte', 'Camryn Manheim']","['Rosamund Pike', 'Shiloh Fernandez', 'Nick Nolte', 'Camryn Manheim']",5.1,23,14177,
Everly,2014,92,Action,"['Joe Lynch', 'Salma Hayek', 'Hiroyuki Watanabe', 'Laura Cepeda', 'Togo Igawa']","['Salma Hayek', 'Hiroyuki Watanabe', 'Laura Cepeda', 'Togo Igawa']",5.1,35,19007,
The Beverly Hillbillies,1993,92,Comedy,"['Penelope Spheeris', 'Diedrich Bader', 'Erika Eleniak', 'Jim Varney', 'Cloris Leachman']","['Diedrich Bader', 'Erika Eleniak', 'Jim Varney', 'Cloris Leachman']",5,37,19384,44.03
Blankman,1994,92,Action,"['Mike Binder', 'Damon Wayans', 'David Alan Grier', 'Robin Givens', 'Christopher Lawford']","['Damon Wayans', 'David Alan Grier', 'Robin Givens', 'Christopher Lawford']",5,,10197,7.89
Rage,2014,92,Action,"['Paco Cabezas', 'Nicolas Cage', 'Rachel Nichols', 'Max Ryan', 'Michael McGrady']","['Nicolas Cage', 'Rachel Nichols', 'Max Ryan', 'Michael McGrady']",5,28,25052,
Alvin and the Chipmunks: The Road Chip,2015,92,Animation,"['Walt Becker', 'Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']","['Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']",4.9,33,21390,85.89
The Chaos Class Failed the Class,1975,91,Comedy,"['Ertem Egilmez', 'Kemal Sunal', 'Münir Özkul', 'Semra Özdamar', 'Adile Nasit']","['Kemal Sunal', 'Münir Özkul', 'Semra Özdamar', 'Adile Nasit']",8.9,,24097,
From the Village to the City,1974,91,Adventure,"['Ertem Egilmez', 'Kemal Sunal', 'Meral Zeren', 'Zeki Alasya', 'Metin Akpinar']","['Kemal Sunal', 'Meral Zeren', 'Zeki Alasya', 'Metin Akpinar']",8.3,,11458,
Monty Python and the Holy Grail,1975,91,Adventure,"['Terry Gilliam', 'Terry Jones', 'Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam']","['Terry Jones', 'Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam']",8.2,91,556058,1.23
Wild Strawberries,1957,91,Drama,"['Ingmar Bergman', 'Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand']","['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand']",8.1,88,111167,
Viridiana,1961,91,Drama,"['Luis Buñuel', 'Silvia Pinal', 'Francisco Rabal', 'Fernando Rey', 'José Calvo']","['Silvia Pinal', 'Francisco Rabal', 'Fernando Rey', 'José Calvo']",8.1,,25400,
Cries & Whispers,1972,91,Drama,"['Ingmar Bergman', 'Harriet Andersson', 'Liv Ullmann', 'Kari Sylwan', 'Ingrid Thulin']","['Harriet Andersson', 'Liv Ullmann', 'Kari Sylwan', 'Ingrid Thulin']",8,,35767,1.74
The Thin Man,1934,91,Comedy,"['W.S. Van Dyke', 'William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton']","['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton']",7.9,86,31538,
Harold and Maude,1971,91,Comedy,"['Hal Ashby', 'Ruth Gordon', 'Bud Cort', 'Vivian Pickles', 'Cyril Cusack']","['Ruth Gordon', 'Bud Cort', 'Vivian Pickles', 'Cyril Cusack']",7.9,62,79997,
Elevator to the Gallows,1958,91,Crime,"['Louis Malle', 'Jeanne Moreau', 'Maurice Ronet', 'Georges Poujouly', 'Yori Bertin']","['Jeanne Moreau', 'Maurice Ronet', 'Georges Poujouly', 'Yori Bertin']",7.9,94,27446,0.11
The Umbrellas of Cherbourg,1964,91,Drama,"['Jacques Demy', 'Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon', 'Marc Michel']","['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon', 'Marc Michel']",7.8,86,29674,0.03
Halloween,1978,91,Horror,"['John Carpenter', 'Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']","['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']",7.7,87,291188,47
Gravity,2013,91,Drama,"['Alfonso Cuarón', 'Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']","['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']",7.7,96,845248,274.09
